stacjo_id,student_id,st_pyt1,st_pyt2,st_pyt3,st_pyt4,st_pyt5,st_pyt6,st_pyt7,st_pyt8,st_pyt9,st_pyt10,st_pyt11,st_pyt12,st_pyt13,st_pyt14,st_pyt15,st_pyt16,st_pyt17,st_pyt18,st_pyt19,st_pyt20,st_pyt21,st_pyt22
520,520,Tak,3,2,3,4,4,3,4,5,4,4,4,3,5,1,5,3,2,4,4,1,3
521,521,Tak,5,2,3,3,3,4,3,3,3,1,3,4,1,1,3,3,3,2,1,2,2
522,522,Nie,4,4,2,1,3,3,3,3,4,2,2,1,3,2,2,2,2,2,4,2,1
523,523,Tak,4,2,4,2,5,5,5,2,5,2,4,4,3,3,2,4,4,4,4,2,4
524,524,Tak,2,3,4,4,3,4,4,4,4,3,4,4,4,4,5,4,5,4,4,2,4
525,525,Tak,4,2,3,3,1,3,3,3,4,4,5,4,3,3,3,3,4,4,4,2,4
526,526,Tak,3,2,4,4,3,4,4,2,3,3,4,4,2,4,5,4,4,3,3,2,3
527,527,Nie,3,2,5,4,5,5,5,5,5,3,5,4,4,3,2,4,4,5,4,1,3
528,528,Nie,1,2,3,2,4,5,5,1,4,4,5,5,4,5,5,5,2,4,4,1,4
529,529,Nie ma to dla mnie znaczenia,3,2,3,2,4,2,4,2,4,2,3,3,4,4,5,3,4,4,3,2,2
530,530,Nie ma to dla mnie znaczenia,2,2,5,1,3,5,5,5,5,3,3,3,4,1,5,5,4,4,5,2,4
531,531,Nie,1,3,3,3,5,4,5,4,3,2,2,1,5,5,5,3,5,2,3,2,5
532,532,Nie,4,2,4,2,3,2,2,4,1,2,2,4,3,4,4,3,4,1,2,2,2
533,533,Nie,1,4,2,2,2,3,2,4,1,3,2,2,3,2,3,2,4,3,3,1,3
534,534,Tak,4,3,5,4,3,4,4,5,5,3,3,3,3,4,5,4,3,4,2,1,1
535,535,Nie,2,3,4,3,4,4,4,4,4,2,5,3,3,2,4,4,5,3,4,2,2
536,536,Tak,3,3,5,5,2,4,5,5,5,4,5,5,3,2,5,5,5,5,4,1,4
537,537,Tak,2,2,4,4,4,5,5,4,4,5,5,5,4,4,5,3,4,4,4,1,5
538,538,Nie,4,4,3,3,4,3,3,3,1,4,3,3,3,3,3,3,3,3,3,2,2
539,539,Tak,2,1,4,3,3,5,5,5,4,2,5,4,5,3,4,5,5,5,4,2,4
540,540,Tak,3,3,4,3,2,5,5,5,5,4,5,5,4,3,5,5,3,4,4,2,3
541,541,Tak,5,2,3,3,3,3,4,4,3,4,4,3,4,3,4,4,4,4,4,2,3
542,542,Tak,1,2,4,4,4,4,4,4,4,4,5,3,3,4,4,4,5,2,4,2,3
543,543,Tak,3,3,5,4,3,1,3,3,2,2,3,3,2,5,5,3,3,1,2,2,3
544,544,Nie ma to dla mnie znaczenia,4,3,3,3,2,4,4,2,3,3,3,4,3,4,2,4,4,4,3,2,2
545,545,Nie ma to dla mnie znaczenia,4,3,3,3,2,4,5,4,2,2,3,2,5,5,4,3,3,3,3,2,4
546,546,Nie ma to dla mnie znaczenia,2,4,3,2,1,3,4,4,2,2,1,3,3,3,2,4,3,3,3,2,1
547,547,Nie,1,5,4,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,3,1,3
548,548,Nie,1,2,1,2,1,1,2,3,1,2,2,2,2,2,4,2,2,1,2,2,2
549,549,Tak,2,1,4,5,1,5,5,5,5,4,5,5,4,3,3,5,5,5,5,1,1
550,550,Nie ma to dla mnie znaczenia,4,3,3,5,2,5,4,5,3,2,4,3,3,3,3,3,4,4,3,2,2
551,551,Tak,3,2,5,5,4,5,5,2,4,4,4,4,3,3,4,5,5,4,4,2,4
552,552,Tak,3,2,4,4,4,5,5,5,5,5,5,5,3,2,5,5,5,5,4,2,3
553,553,Tak,4,3,5,4,4,4,4,5,4,4,5,4,4,3,4,4,5,5,5,1,4
554,554,Nie ma to dla mnie znaczenia,3,2,5,4,3,5,5,5,3,3,4,4,5,4,3,4,5,3,4,2,4
555,555,Nie ma to dla mnie znaczenia,3,3,4,3,3,3,4,4,4,4,4,4,3,3,5,4,4,4,3,2,4
556,556,Nie,2,2,4,3,3,4,5,4,4,2,4,4,5,5,4,4,4,4,5,1,3
557,557,Nie,1,2,4,3,3,3,3,3,3,1,3,3,2,2,5,3,4,3,2,2,2
558,558,Nie ma to dla mnie znaczenia,2,2,3,4,3,3,2,4,3,2,3,4,3,3,5,3,4,3,3,2,4
559,559,Nie ma to dla mnie znaczenia,4,5,4,3,3,5,5,4,3,2,3,3,4,4,4,4,4,3,5,2,3
560,560,Tak,5,2,5,5,5,5,5,5,5,3,4,4,4,4,5,5,5,4,3,2,4
561,561,Nie ma to dla mnie znaczenia,1,2,1,2,5,3,3,3,1,1,1,3,5,3,5,4,4,3,3,1,1
562,562,Nie ma to dla mnie znaczenia,3,2,3,3,3,5,5,5,3,2,3,4,4,4,5,4,4,4,4,2,3
563,563,Nie,2,2,3,2,1,1,3,2,2,2,3,4,2,4,5,3,4,3,3,2,3
564,564,Tak,2,2,4,4,5,4,4,2,5,2,5,5,5,4,4,3,4,4,4,2,4
565,565,Nie,2,2,3,4,4,5,3,3,3,2,5,3,3,4,3,3,3,3,3,2,2
566,566,Nie ma to dla mnie znaczenia,3,2,3,3,3,5,5,5,3,2,3,4,4,4,5,4,4,4,4,2,3
567,567,Nie,3,2,2,4,4,2,5,3,4,2,2,3,4,4,4,1,2,1,3,2,2
568,568,Nie,4,3,3,2,3,4,4,3,4,4,2,3,4,4,2,4,3,4,3,2,2
569,569,Tak,3,2,5,4,5,4,5,5,5,5,4,4,5,3,3,5,4,4,5,2,4
570,570,Nie ma to dla mnie znaczenia,4,2,4,4,3,2,3,4,4,2,4,4,4,4,4,4,5,4,4,2,2
571,571,Tak,4,2,5,5,3,5,5,5,4,3,4,4,5,5,5,5,5,5,5,2,5
572,572,Tak,2,3,4,3,3,5,4,5,4,3,3,3,4,3,3,4,5,4,4,2,3
573,573,Nie,1,2,2,2,3,3,3,3,2,1,3,2,3,3,4,3,3,2,3,2,3
574,574,Nie ma to dla mnie znaczenia,5,2,5,5,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4,2,4
575,575,Nie,2,2,3,1,3,5,5,5,3,4,4,4,3,3,4,4,5,4,4,2,4
576,576,Nie ma to dla mnie znaczenia,3,2,3,4,4,5,5,4,4,3,3,3,3,2,5,4,4,4,4,1,4
577,577,Nie ma to dla mnie znaczenia,1,3,3,3,1,4,3,4,3,1,3,2,2,2,3,3,2,4,2,2,2
578,578,Tak,5,2,5,5,4,5,5,5,5,5,5,5,5,2,4,5,5,5,5,1,4
579,579,Tak,3,3,4,1,3,5,3,5,4,2,5,5,5,2,5,4,5,5,5,2,5
580,580,Tak,1,3,4,1,3,4,4,4,2,1,1,3,2,2,5,4,5,3,2,2,3
581,581,Tak,4,3,5,4,4,5,5,1,5,4,5,5,5,5,4,4,4,4,5,2,5
582,582,Nie ma to dla mnie znaczenia,4,2,4,3,4,4,4,5,4,3,3,4,4,3,5,4,4,4,5,2,3
583,583,Nie,1,2,2,3,1,2,4,3,1,3,3,4,3,5,3,2,5,3,2,2,3
584,584,Tak,3,2,5,4,1,5,5,5,5,3,5,4,5,5,5,5,5,4,4,2,5
585,585,Tak,2,3,4,4,3,4,4,3,4,2,3,4,3,3,5,4,4,4,4,2,3
586,586,Nie,5,3,4,4,4,4,4,5,3,3,4,4,5,3,4,3,4,3,3,2,4
587,587,Nie ma to dla mnie znaczenia,1,2,4,3,4,5,3,5,1,1,4,4,4,4,5,2,4,1,3,2,2
588,588,Tak,3,2,5,5,4,4,5,2,4,2,4,5,5,5,4,5,5,5,4,1,4
589,589,Nie ma to dla mnie znaczenia,4,2,4,4,3,4,3,2,4,4,4,4,2,3,5,4,3,4,3,2,4
590,590,Tak,1,2,3,2,2,3,3,3,2,1,1,3,3,3,4,3,3,3,2,2,3
591,591,Tak,2,3,3,3,4,4,5,4,5,3,4,4,4,4,5,5,5,4,4,1,3
592,592,Tak,3,2,4,3,3,4,5,4,4,4,4,4,3,4,5,4,5,4,4,2,4
593,593,Tak,3,2,3,2,3,5,5,5,2,3,4,4,3,3,5,4,4,3,3,2,2
594,594,Tak,2,3,4,4,3,4,5,4,4,3,3,4,3,3,5,3,3,4,4,2,4
595,595,Tak,3,2,5,5,3,5,4,4,4,4,5,5,3,3,5,5,5,5,4,2,4
596,596,Nie ma to dla mnie znaczenia,3,2,4,4,3,4,3,3,3,3,3,4,4,4,5,4,4,2,4,2,3
597,597,Tak,4,2,4,5,3,4,5,1,4,3,4,3,4,4,3,4,5,4,4,1,3
598,598,Tak,3,1,4,2,1,3,3,3,4,3,4,4,3,2,3,4,3,3,4,2,4
599,599,Nie,2,2,3,2,2,3,3,3,2,4,2,3,3,3,4,3,4,3,2,2,3
600,600,Nie,1,1,2,2,1,2,1,1,2,3,2,2,2,2,1,3,3,1,2,2,1
601,601,Nie ma to dla mnie znaczenia,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
602,602,Tak,5,3,3,4,2,1,1,2,3,3,4,4,4,4,5,3,3,3,3,2,1
603,603,Nie,2,2,2,2,4,3,3,2,1,2,3,1,4,5,5,4,2,3,3,2,1
604,604,Tak,3,2,3,2,2,3,3,3,4,3,3,3,3,3,3,5,3,3,3,2,3
605,605,Tak,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,3
606,606,Tak,3,2,5,3,4,5,5,5,5,4,4,3,5,5,3,5,5,5,5,1,5
607,607,Tak,3,2,5,2,3,5,3,5,3,4,5,4,4,3,3,3,5,3,4,1,3
608,608,Nie ma to dla mnie znaczenia,2,2,3,2,4,4,2,3,5,3,4,4,2,3,5,4,4,4,4,2,4
609,609,Nie,1,2,2,1,5,2,2,2,1,1,1,1,5,4,3,1,3,2,3,1,1
610,610,Nie ma to dla mnie znaczenia,3,2,3,4,3,3,4,4,3,2,4,4,3,3,3,4,5,4,3,1,4
611,611,Tak,3,3,5,5,3,3,3,3,3,3,5,3,4,5,3,4,5,5,3,2,3
612,612,Tak,4,2,3,3,3,3,3,3,3,3,3,3,4,4,5,3,4,3,3,2,3
613,613,Tak,3,3,4,5,3,5,5,5,3,3,3,4,3,3,5,3,4,3,4,2,1
614,614,Nie ma to dla mnie znaczenia,3,2,5,2,3,5,4,4,4,4,5,4,5,4,4,5,5,4,5,1,3
615,615,Tak,1,3,3,4,4,5,5,5,4,1,2,3,4,4,3,3,3,3,4,2,3
616,616,Tak,4,2,5,4,5,5,5,5,4,4,4,4,5,2,5,4,5,5,5,1,4
617,617,Tak,2,3,5,3,1,4,5,2,5,2,5,4,4,5,5,4,4,3,3,1,4
618,618,Nie ma to dla mnie znaczenia,3,3,3,1,3,3,3,5,2,1,5,3,4,3,4,3,4,4,5,2,3
619,619,Tak,3,3,5,4,1,5,3,5,3,5,4,5,4,5,5,5,5,4,4,2,4
620,620,Nie ma to dla mnie znaczenia,1,4,4,1,5,4,5,3,4,1,3,3,5,5,3,2,3,2,3,2,3
621,621,Tak,3,5,5,5,3,4,4,4,5,3,4,5,5,5,5,5,5,5,5,2,3
622,622,Nie,1,3,2,2,2,2,2,3,1,1,1,2,5,1,5,1,2,1,3,2,1
623,623,Nie,1,2,2,1,4,4,5,3,2,5,5,2,5,5,1,2,1,4,3,2,1
624,624,Nie,2,2,3,2,2,4,3,4,1,2,3,3,4,2,3,3,3,4,3,2,3
625,625,Tak,3,2,5,4,3,5,5,5,4,3,3,4,5,1,4,5,4,4,5,1,4
626,626,Tak,3,2,3,4,1,5,4,1,4,3,4,3,3,2,2,3,2,3,4,2,1
627,627,Nie,2,2,5,5,4,4,5,4,2,1,3,5,3,3,5,5,5,4,4,2,3
628,628,Nie,3,2,3,2,4,5,5,5,4,3,4,3,2,3,5,4,4,3,4,2,3
629,629,Tak,3,2,5,4,3,5,5,5,5,4,5,4,4,4,4,5,5,4,4,2,3
630,630,Nie,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
631,631,Nie ma to dla mnie znaczenia,4,4,2,3,2,2,3,2,3,3,2,2,2,2,3,2,2,2,3,2,3
632,632,Nie,3,2,3,2,1,3,3,4,5,3,4,3,4,2,3,4,4,5,3,2,3
633,633,Nie,2,3,2,1,3,2,3,1,2,2,2,2,4,3,5,2,5,3,4,2,2
634,634,Nie,2,2,2,2,1,3,3,3,3,1,3,2,3,3,3,4,3,5,4,2,3
635,635,Nie,2,3,3,2,3,2,4,3,2,3,2,2,4,4,4,4,4,3,3,2,2
636,636,Nie,3,2,3,4,4,2,4,3,4,5,4,4,4,2,5,4,4,4,3,2,4
637,637,Nie,3,2,3,3,1,5,2,4,5,4,3,3,4,2,4,5,5,5,5,1,2
638,638,Tak,1,5,5,4,2,3,2,3,3,3,4,3,4,5,4,3,2,4,3,2,3
639,639,Nie,4,2,4,3,3,2,5,5,2,3,2,3,4,4,5,3,4,3,3,2,3
640,640,Tak,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2
641,641,Nie ma to dla mnie znaczenia,2,2,4,4,3,4,4,4,4,2,3,3,2,3,5,3,4,4,3,2,4
642,642,Tak,3,2,5,5,3,3,4,4,4,3,4,4,4,4,5,4,5,5,4,2,4
643,643,Nie,2,2,4,2,4,5,5,5,1,3,3,3,2,2,5,3,5,4,4,1,4
644,644,Nie,2,2,5,4,5,1,5,5,4,1,5,5,5,2,5,4,5,4,3,1,4
645,645,Tak,3,2,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,4
646,646,Nie ma to dla mnie znaczenia,3,2,4,4,2,4,5,5,4,4,3,4,3,2,4,4,5,3,3,2,4
647,647,Tak,1,4,2,1,4,5,4,4,5,4,3,4,4,4,3,5,5,5,4,2,5
648,648,Tak,3,2,5,3,2,5,5,5,5,1,4,3,5,5,3,3,3,2,3,2,4
649,649,Nie,3,3,3,3,3,4,4,2,3,3,3,3,3,3,5,3,4,4,3,2,3
650,650,Tak,2,2,4,3,3,2,1,2,3,4,3,4,4,1,4,4,4,3,3,1,3
651,651,Nie,3,2,4,4,4,5,5,5,3,4,4,4,4,4,5,5,5,4,5,2,4
652,652,Tak,3,3,5,5,5,4,5,3,5,5,5,4,4,4,4,5,5,5,4,2,5
653,653,Tak,3,2,4,4,3,5,5,5,4,3,4,4,5,3,4,4,5,4,4,2,5
654,654,Nie,2,3,3,1,4,2,2,2,3,3,2,4,3,3,3,3,3,3,4,2,3
655,655,Nie,5,2,5,3,4,4,4,3,4,2,5,4,3,3,3,3,4,3,3,2,3
656,656,Nie,1,2,3,3,3,2,1,3,1,1,4,3,5,5,5,5,5,4,4,2,3
657,657,Nie,2,3,4,3,3,4,5,4,4,4,4,4,4,2,5,4,5,4,4,2,4
658,658,Nie,2,3,5,4,3,5,5,5,5,2,3,3,5,4,5,4,5,4,5,2,4
659,659,Tak,4,3,3,2,4,4,2,2,4,5,5,4,2,2,4,4,3,3,4,1,4
660,660,Tak,4,2,4,4,3,4,4,5,3,3,4,4,3,3,4,4,4,3,4,2,2
661,661,Nie,5,2,3,2,2,3,3,3,2,5,2,3,5,2,5,3,3,2,4,2,2
662,662,Tak,2,2,4,4,3,4,5,4,4,2,5,5,3,4,4,5,5,4,3,2,4
663,663,Tak,3,3,4,4,3,5,3,1,4,3,3,4,3,3,5,4,5,4,4,2,4
664,664,Tak,2,2,5,3,1,3,3,3,4,2,3,4,4,4,5,5,5,5,5,2,3
665,665,Nie ma to dla mnie znaczenia,2,2,4,4,3,5,5,4,4,4,3,3,4,4,3,4,4,4,4,2,3
666,666,Nie,1,1,3,3,1,2,2,5,3,3,3,3,4,5,5,3,5,3,3,2,3
667,667,Nie ma to dla mnie znaczenia,1,2,4,3,3,4,3,5,3,1,3,3,4,4,5,4,3,4,4,2,2
668,668,Nie,1,2,4,4,1,4,3,4,3,2,5,3,4,4,3,3,5,4,4,1,5
669,669,Tak,3,2,3,3,3,4,4,3,4,3,4,4,3,4,4,4,4,5,4,2,4
670,670,Nie,3,3,3,2,3,4,4,3,3,3,3,2,4,4,5,3,4,4,3,2,2
671,671,Nie ma to dla mnie znaczenia,2,2,4,3,3,2,3,3,4,2,3,4,1,3,5,4,4,3,3,2,3
672,672,Tak,3,2,4,4,2,1,1,2,4,3,4,4,2,2,5,4,4,5,2,2,3
673,673,Nie,1,2,2,1,1,2,3,3,1,1,2,3,3,5,3,3,4,3,2,2,3
674,674,Nie ma to dla mnie znaczenia,3,1,4,4,3,5,5,2,3,4,3,3,4,3,4,4,5,4,4,2,3
675,675,Tak,2,2,4,2,2,1,2,3,1,4,3,2,1,1,4,4,5,3,4,2,3
676,676,Tak,3,3,5,3,4,2,3,5,4,2,5,3,4,3,1,4,5,5,3,2,2
677,677,Tak,4,5,3,4,3,4,5,4,4,5,4,4,2,3,3,4,5,5,4,1,4
678,678,Tak,3,2,5,4,3,4,5,5,4,4,4,4,5,5,4,5,5,4,4,2,4
679,679,Tak,3,2,3,3,4,5,5,5,4,2,4,5,4,4,4,4,4,4,4,1,5
680,680,Nie ma to dla mnie znaczenia,3,2,3,4,1,3,2,3,2,3,4,4,5,3,3,3,4,4,4,2,3
681,681,Tak,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
682,682,Tak,5,3,3,1,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,2,3
683,683,Tak,4,2,5,3,3,4,4,2,4,1,3,4,4,4,2,5,4,5,5,2,4
684,684,Tak,2,2,4,4,3,5,5,1,4,3,4,5,4,5,4,4,5,4,4,2,3
685,685,Tak,5,2,5,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,2,5
686,686,Tak,4,2,5,5,3,5,5,5,5,5,5,5,3,3,2,5,5,5,5,2,5
687,687,Tak,3,2,3,3,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,2,3
688,688,Tak,1,1,3,1,1,4,4,5,3,2,1,1,5,5,5,3,3,2,5,2,3
689,689,Tak,4,2,5,4,3,5,5,5,4,4,4,4,5,4,2,5,5,5,5,1,4
690,690,Tak,4,2,5,3,3,4,5,4,5,3,4,4,4,4,2,4,4,5,3,2,4
691,691,Tak,3,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,1,4
692,692,Tak,4,2,5,5,4,5,5,5,4,5,5,5,5,5,2,4,5,4,4,2,4
693,693,Tak,3,3,5,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,4,1,4
694,694,Tak,4,2,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,2,4
695,695,Tak,4,2,5,4,4,3,4,5,5,5,4,5,5,5,4,4,5,4,4,2,5
696,696,Tak,3,3,4,4,2,4,4,2,4,3,4,4,4,4,1,5,4,3,3,2,4
697,697,Nie,1,2,5,4,5,4,5,3,5,3,5,4,3,3,4,4,5,4,4,1,4
698,698,Nie,1,2,2,1,2,3,3,3,2,2,2,2,4,3,4,4,3,1,4,2,2
699,699,Tak,1,3,5,4,3,4,4,2,4,4,4,4,4,4,5,4,5,4,4,2,4
700,700,Nie,2,2,3,3,3,5,5,5,2,2,3,3,2,1,2,3,4,3,5,2,2
701,701,Tak,3,2,4,4,2,4,4,5,4,3,4,4,4,4,4,4,4,4,4,2,4
702,702,Nie,2,2,2,2,3,3,5,3,3,3,3,3,2,2,4,3,3,3,3,2,3
703,703,Nie ma to dla mnie znaczenia,2,1,2,2,3,3,3,3,2,2,4,3,3,2,3,3,2,4,2,2,2
704,704,Tak,3,2,4,2,4,2,4,3,5,3,3,5,4,1,5,3,3,4,2,2,2
705,705,Tak,3,3,4,4,3,5,5,5,4,3,4,4,5,4,3,4,4,4,5,2,4
706,706,Tak,4,2,4,3,3,5,4,3,4,5,3,4,3,4,5,3,3,3,3,2,3
707,707,Tak,2,2,4,5,5,5,5,5,4,4,4,3,4,3,4,3,4,4,4,2,3
708,708,Tak,3,3,5,5,5,5,4,5,4,3,5,5,5,5,4,5,5,4,4,1,4
709,709,Nie ma to dla mnie znaczenia,3,3,4,2,5,4,4,4,3,4,4,5,4,5,5,4,4,4,4,1,4
710,710,Tak,3,4,3,3,2,4,4,4,4,4,3,3,4,3,4,4,4,4,4,2,4
711,711,Nie ma to dla mnie znaczenia,2,3,3,3,2,5,5,5,3,4,3,3,4,4,2,4,4,3,3,2,3
712,712,Tak,2,5,3,3,4,4,4,5,4,2,3,3,2,2,4,3,3,4,4,2,4
713,713,Nie,2,2,4,3,2,5,5,2,3,2,4,4,5,3,3,3,4,3,4,1,2
714,714,Nie,2,2,3,1,1,5,3,5,1,1,2,2,4,4,3,3,3,2,2,2,2
715,715,Tak,3,2,4,5,1,3,5,5,1,3,3,4,2,2,1,3,5,2,3,2,2
716,716,Tak,4,2,5,4,5,5,5,5,5,2,4,4,4,1,1,5,5,4,5,2,5
717,717,Tak,5,2,5,5,4,5,5,1,5,5,5,5,4,4,5,5,5,5,4,1,5
718,718,Nie ma to dla mnie znaczenia,3,2,4,4,2,5,4,5,3,1,3,3,5,5,5,2,4,4,3,2,3
719,719,Tak,3,2,4,2,5,3,3,4,4,3,4,2,4,4,4,4,3,3,4,2,4
720,720,Nie,3,2,4,2,3,5,4,5,5,3,3,4,5,2,3,4,4,4,5,1,3
721,721,Nie,3,2,3,2,3,4,3,4,3,2,3,3,3,3,3,4,5,4,4,2,4
722,722,Nie ma to dla mnie znaczenia,4,2,4,4,3,3,3,3,3,4,3,2,1,1,4,3,3,3,3,2,3
723,723,Tak,4,2,4,4,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,2,3
724,724,Tak,5,2,5,5,2,5,5,5,4,4,3,4,3,2,5,5,5,5,5,2,4
725,725,Tak,4,2,4,3,4,2,4,4,5,3,4,4,3,3,5,2,5,4,4,2,4
726,726,Tak,3,2,5,4,4,5,5,5,4,3,4,4,5,5,3,4,5,4,4,1,5
727,727,Nie ma to dla mnie znaczenia,1,1,4,4,5,4,4,5,3,2,3,3,4,4,5,3,4,4,3,2,4
728,728,Nie,4,3,3,2,1,5,4,2,1,4,3,2,3,5,4,2,2,1,4,2,3
729,729,Nie ma to dla mnie znaczenia,3,3,5,3,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,2,5
730,730,Nie ma to dla mnie znaczenia,4,2,4,4,5,4,4,4,4,5,3,3,3,3,5,4,4,4,4,2,4
731,731,Nie,4,2,5,2,2,4,3,3,3,3,4,4,2,2,2,4,4,1,4,2,2
732,732,Tak,3,3,4,4,3,4,5,2,4,4,4,3,3,3,5,4,4,3,4,1,4
733,733,Tak,5,3,4,3,5,3,4,3,4,4,4,4,4,3,5,4,4,4,5,2,4
734,734,Tak,3,2,4,3,4,4,5,5,5,4,4,4,4,3,5,4,5,4,5,1,4
735,735,Nie ma to dla mnie znaczenia,1,4,3,2,2,5,5,5,2,1,3,3,3,1,1,4,2,3,5,1,4
736,736,Nie,1,2,3,3,1,3,3,3,1,1,2,1,3,3,3,2,2,1,2,2,1
737,737,Nie ma to dla mnie znaczenia,2,2,4,2,3,5,5,1,3,2,3,3,4,2,5,4,4,3,4,2,5
738,738,Nie,1,3,3,3,4,3,3,3,3,1,4,4,4,3,3,4,4,4,3,2,3
739,739,Tak,2,4,3,2,3,4,2,4,5,4,4,4,4,4,5,3,3,4,5,2,3
740,740,Tak,3,4,4,4,4,5,5,5,5,3,5,4,4,4,5,4,5,5,5,2,5
741,741,Tak,2,3,5,4,3,4,4,4,3,3,3,4,4,4,5,5,5,4,3,2,4
742,742,Tak,2,2,4,3,3,4,4,4,2,3,3,3,3,4,4,3,4,4,4,2,3
743,743,Nie ma to dla mnie znaczenia,4,4,5,5,3,5,5,2,5,2,5,5,4,4,5,4,5,5,4,2,4
744,744,Tak,3,1,4,4,1,3,5,5,4,5,5,3,1,1,3,5,4,5,4,2,4
745,745,Tak,4,4,4,4,3,4,4,5,4,4,3,5,4,3,5,3,5,4,4,2,5
746,746,Tak,1,2,3,3,1,2,3,3,3,1,3,3,2,2,3,3,3,3,3,2,1
747,747,Nie ma to dla mnie znaczenia,2,2,3,3,2,2,3,2,3,2,2,3,3,2,4,3,4,3,2,2,3
748,748,Nie ma to dla mnie znaczenia,2,2,4,2,2,5,5,5,4,3,2,4,4,4,5,4,5,2,4,2,3
749,749,Nie,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2
750,750,Nie ma to dla mnie znaczenia,4,1,5,5,5,4,5,4,5,3,5,5,4,4,5,4,4,4,5,2,5
751,751,Nie,2,2,4,5,1,5,5,3,1,4,3,4,4,5,5,4,3,2,3,2,2
752,752,Tak,4,1,5,4,3,5,5,5,5,5,5,4,5,4,5,4,5,4,4,2,4
753,753,Tak,2,3,2,2,4,5,5,5,1,2,4,4,4,3,4,2,2,5,3,1,1
754,754,Nie,1,2,4,3,1,3,4,1,1,4,2,2,4,3,4,2,3,1,2,2,1
755,755,Nie,1,2,4,3,5,5,5,5,5,1,3,4,5,4,5,5,5,2,5,1,1
756,756,Nie ma to dla mnie znaczenia,4,2,4,3,3,5,5,4,3,5,4,4,5,3,4,4,4,3,5,2,3
757,757,Tak,4,2,4,3,1,4,4,2,4,3,3,4,3,4,5,3,5,3,3,1,3
758,758,Tak,4,3,5,3,3,4,4,4,3,5,4,4,3,3,5,4,3,5,3,2,3
759,759,Nie ma to dla mnie znaczenia,3,2,2,2,2,1,1,3,3,3,3,3,3,3,3,2,3,1,3,2,1
760,760,Tak,4,2,4,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,2,4
761,761,Nie,1,2,4,3,1,3,4,1,1,4,2,2,4,3,4,2,3,1,2,2,1
762,762,Nie ma to dla mnie znaczenia,5,2,4,4,1,4,4,4,4,2,4,4,4,3,5,4,4,4,4,2,4
763,763,Tak,3,3,5,5,4,4,4,2,5,5,5,4,5,5,5,5,4,4,4,1,5
764,764,Tak,4,3,5,5,2,4,5,4,5,4,4,5,4,4,5,5,5,5,4,2,5
765,765,Tak,4,3,5,5,2,4,5,4,5,4,4,5,4,4,5,5,5,5,4,2,5
766,766,Tak,2,2,3,4,2,4,3,3,4,3,4,4,2,1,2,3,4,4,4,2,4
767,767,Tak,5,2,5,4,1,4,5,5,2,3,5,5,3,3,5,4,5,4,4,2,3
768,768,Tak,3,2,4,5,2,5,5,5,4,3,5,5,5,5,4,5,5,4,5,2,5
769,769,Tak,5,2,5,4,1,4,5,5,2,3,5,5,3,3,5,4,5,4,4,2,3
770,770,Nie,5,2,5,5,3,4,2,4,4,4,5,3,3,3,5,5,4,4,3,2,2
771,771,Tak,3,2,5,4,3,5,5,5,3,2,5,5,4,4,5,4,4,3,4,2,4
772,772,Nie,3,4,5,5,3,4,4,4,4,5,5,5,4,3,5,4,5,5,4,2,4
773,773,Nie,4,1,3,1,2,5,5,1,2,3,3,2,3,3,2,2,3,1,4,2,2
774,774,Nie ma to dla mnie znaczenia,1,2,3,3,1,2,2,3,1,1,3,3,4,3,3,3,2,2,3,2,3
775,775,Nie,4,1,5,5,2,2,2,1,3,4,5,5,5,5,4,5,5,5,5,2,5
776,776,Nie ma to dla mnie znaczenia,4,2,2,4,4,5,5,2,2,3,4,2,2,2,3,3,3,2,2,2,2
777,777,Tak,3,3,4,4,2,4,4,5,4,4,5,4,4,4,5,4,5,4,4,2,3
778,778,Nie ma to dla mnie znaczenia,4,2,3,1,3,4,4,4,3,4,3,4,4,4,3,3,3,3,4,1,1
779,779,Nie,3,2,5,4,1,5,5,5,2,2,2,4,4,3,4,4,5,4,5,2,4
780,780,Tak,5,1,5,4,5,5,4,5,5,4,5,4,4,2,5,5,5,5,5,2,3
781,781,Tak,3,3,3,3,3,3,3,4,4,4,2,4,4,2,5,3,3,4,3,2,4
